,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,KitchenQual_TA,ExterQual_Ex,BsmtQual_TA
501,7,2005,2005,866.0,866.0,1768.0,2,7.0,2.0,603.0,226700.0,0,0,0,0,0,0
502,5,1965,1965,1214.0,1214.0,1214.0,1,6.0,2.0,461.0,140000.0,1,0,0,1,0,1
503,7,1959,1997,1501.0,1801.0,1801.0,2,6.0,2.0,484.0,289000.0,1,0,0,1,0,1
504,6,1974,1974,855.0,855.0,1322.0,2,6.0,2.0,440.0,147000.0,1,0,0,1,0,1
505,5,1952,1952,960.0,960.0,1960.0,2,10.0,2.0,400.0,124500.0,1,0,0,1,0,1
506,8,1993,1994,777.0,1065.0,1911.0,2,8.0,2.0,471.0,215000.0,0,0,0,0,0,0
507,6,2009,2009,1218.0,1218.0,1218.0,2,4.0,2.0,676.0,208300.0,0,0,0,0,0,0
508,7,1928,2005,689.0,689.0,1378.0,2,7.0,2.0,360.0,161000.0,1,0,0,0,0,1
509,5,1959,1959,1041.0,1041.0,1041.0,1,6.0,1.0,270.0,124500.0,1,0,0,1,0,1
510,5,1951,2000,1008.0,1363.0,1363.0,1,6.0,1.0,288.0,164900.0,0,0,0,1,0,1
511,7,2005,2006,1368.0,1368.0,1368.0,2,6.0,2.0,474.0,202665.0,0,0,0,0,0,0
512,5,1958,1958,864.0,864.0,864.0,1,5.0,2.0,624.0,129900.0,1,0,0,1,0,1
513,6,1983,1983,1084.0,1080.0,1080.0,1,5.0,2.0,484.0,134000.0,1,0,0,1,0,1
514,5,1926,1950,768.0,789.0,789.0,1,5.0,1.0,200.0,96500.0,1,0,0,1,0,1
515,10,2009,2009,2006.0,2020.0,2020.0,2,9.0,3.0,900.0,340037.5,0,1,1,0,1,0
516,6,1972,1972,689.0,1378.0,2119.0,2,7.0,2.0,583.0,158000.0,1,0,0,1,0,1
517,7,1996,1997,1264.0,1277.0,2344.0,2,7.0,3.0,889.0,265000.0,0,0,0,0,0,0
518,6,1998,1998,794.0,882.0,1796.0,2,7.0,2.0,546.0,211000.0,1,0,0,1,0,0
519,7,1926,2004,1276.0,1276.0,2080.0,1,9.0,1.0,282.0,234000.0,0,0,0,0,0,0
520,4,1900,2000,42.0,694.0,1294.0,2,7.0,0.0,0.0,106250.0,1,0,0,1,0,0
521,6,1957,1957,1244.0,1244.0,1244.0,1,6.0,1.0,336.0,150000.0,1,0,0,1,0,1
522,6,1947,1950,1004.0,1004.0,1664.0,2,7.0,2.0,420.0,159000.0,1,0,0,1,0,1
523,10,2007,2008,2052.0,2155.125,2747.625,3,10.0,3.0,884.0,184750.0,0,1,1,0,1,0
524,7,1996,1997,1379.0,1383.0,2398.0,2,8.0,3.0,834.0,315750.0,0,0,0,0,0,0
525,7,2005,2005,1257.0,1266.0,1266.0,2,6.0,2.0,453.0,176000.0,0,0,0,0,0,0
526,5,1956,2000,928.0,928.0,928.0,1,4.0,1.0,252.0,132000.0,1,0,0,1,0,0
527,9,2008,2008,1452.0,1476.0,2713.0,2,10.0,3.0,858.0,340037.5,0,1,1,0,1,0
528,4,1920,2002,528.0,605.0,605.0,1,5.0,0.0,0.0,86000.0,1,0,0,1,0,1
529,6,1957,1975,2035.0,2155.125,2515.0,3,9.0,2.0,484.0,200624.0,0,0,0,1,0,1
530,6,1988,1989,1461.0,1509.0,1509.0,2,5.0,2.0,600.0,175000.0,0,0,0,0,0,0
531,6,1920,1999,611.0,751.0,1362.0,2,6.0,2.0,502.0,128000.0,1,0,0,1,0,0
532,5,1955,2007,42.0,827.0,827.0,1,5.0,1.0,392.0,107500.0,1,0,0,1,0,0
533,1,1946,1950,42.0,334.0,334.0,1,2.0,0.0,0.0,39300.0,0,0,0,0,0,0
534,8,2004,2004,707.0,707.0,1414.0,2,6.0,2.0,403.0,178000.0,0,1,0,0,0,0
535,5,1910,1991,1117.0,820.0,1347.0,1,5.0,0.0,0.0,107500.0,1,0,0,1,0,0
536,7,1998,1999,880.0,880.0,1724.0,2,8.0,2.0,527.0,188000.0,1,0,0,0,0,0
537,4,1972,1972,864.0,864.0,864.0,1,5.0,2.0,576.0,111250.0,1,0,0,1,0,1
538,5,1968,1968,1051.0,1159.0,1159.0,1,7.0,1.0,336.0,158000.0,1,0,0,1,0,1
539,8,2001,2002,1581.0,1601.0,1601.0,2,6.0,2.0,670.0,272000.0,0,0,0,0,0,0
540,9,2006,2006,1838.0,1838.0,1838.0,2,8.0,3.0,765.0,315000.0,0,1,1,0,1,0
541,8,2000,2000,969.0,997.0,2285.0,2,8.0,3.0,648.0,248000.0,0,0,0,0,0,0
542,7,1998,1999,1650.0,1680.0,1680.0,2,7.0,2.0,583.0,213250.0,0,1,0,0,0,0
543,7,1998,1998,723.0,767.0,767.0,1,4.0,1.0,367.0,133000.0,1,0,0,1,0,0
544,7,2006,2006,654.0,664.0,1496.0,2,7.0,2.0,426.0,179665.0,0,0,0,0,0,0
545,7,1988,1988,1204.0,1377.0,2183.0,2,9.0,3.0,786.0,229000.0,0,0,0,0,0,0
546,6,1923,1950,1065.0,915.0,1635.0,1,6.0,2.0,440.0,210000.0,1,0,0,1,0,0
547,5,1970,1970,768.0,768.0,768.0,1,5.0,2.0,624.0,129500.0,1,0,0,1,0,0
548,5,1955,1995,825.0,825.0,825.0,1,4.0,2.0,720.0,125000.0,1,0,0,1,0,1
549,7,2003,2004,912.0,912.0,2094.0,2,8.0,2.0,615.0,263000.0,0,0,0,0,0,0
550,6,1977,1977,1069.0,1069.0,1069.0,2,4.0,2.0,440.0,140000.0,1,0,0,1,0,0
551,5,1957,1957,928.0,928.0,928.0,1,5.0,1.0,288.0,112500.0,1,0,0,1,0,1
552,8,2006,2006,1709.0,1717.0,1717.0,2,7.0,3.0,908.0,255500.0,0,1,0,0,0,0
553,4,1949,2003,42.0,1126.0,1126.0,2,5.0,2.0,520.0,108000.0,1,0,0,0,0,0
554,7,2003,2004,998.0,1006.0,2046.0,2,8.0,3.0,871.0,284000.0,0,0,0,0,0,0
555,5,1922,1950,993.0,1048.0,1048.0,1,5.0,1.0,280.0,113000.0,1,0,0,1,0,1
556,5,1957,1957,1092.0,1092.0,1092.0,1,6.0,1.0,299.0,141000.0,1,0,0,1,0,1
557,4,1920,1950,637.0,897.0,1336.0,1,7.0,1.0,570.0,108000.0,1,0,0,1,0,1
558,7,1996,1997,729.0,729.0,1446.0,2,6.0,2.0,406.0,175000.0,1,0,0,1,0,0
559,7,2003,2004,1374.0,1557.0,1557.0,2,7.0,2.0,420.0,234000.0,0,0,0,0,0,0
560,5,1957,1996,1392.0,1392.0,1392.0,1,5.0,2.0,528.0,121500.0,1,0,0,1,0,0
561,5,1974,1975,1389.0,1389.0,1389.0,1,6.0,2.0,418.0,170000.0,1,0,0,1,0,0
562,5,1940,1969,996.0,996.0,996.0,1,6.0,0.0,0.0,108000.0,1,0,0,1,0,1
563,6,1918,1950,1163.0,1163.0,1674.0,2,8.0,2.0,396.0,185000.0,1,0,0,1,0,0
564,7,1992,2000,1095.0,1166.0,2295.0,2,9.0,2.0,590.0,268000.0,0,0,0,0,0,0
565,6,1915,1950,806.0,841.0,1647.0,1,6.0,1.0,216.0,128000.0,1,0,0,0,0,0
566,9,2005,2007,1122.0,1134.0,2504.0,2,10.0,3.0,656.0,325000.0,0,0,1,0,0,0
567,7,2004,2004,1517.0,1535.0,1535.0,2,7.0,2.0,532.0,214000.0,0,0,0,0,0,0
568,8,1983,2009,1496.0,1496.0,2132.0,1,5.0,2.0,612.0,316600.0,0,0,0,0,0,0
569,5,1979,1979,943.0,943.0,943.0,1,4.0,2.0,600.0,135960.0,1,0,0,1,0,0
570,5,1965,1965,1728.0,1728.0,1728.0,2,10.0,2.0,576.0,142600.0,1,0,0,1,0,1
571,6,1959,1959,864.0,864.0,864.0,1,4.0,1.0,288.0,120000.0,1,0,0,0,0,1
572,7,2009,2009,846.0,846.0,1692.0,2,6.0,2.0,650.0,224500.0,1,1,0,0,0,0
573,7,2000,2000,384.0,774.0,1430.0,2,8.0,2.0,400.0,170000.0,1,0,0,1,0,0
574,5,1971,2005,372.0,576.0,1109.0,1,5.0,1.0,288.0,139000.0,1,0,0,1,0,1
575,5,1947,1950,832.0,832.0,1216.0,1,6.0,1.0,336.0,118500.0,1,0,0,1,0,1
576,7,1928,1950,861.0,877.0,1477.0,2,6.0,1.0,216.0,145000.0,1,0,0,1,0,1
577,5,1966,1966,1164.0,1320.0,1320.0,1,6.0,2.0,564.0,164500.0,1,0,0,1,0,1
578,7,2007,2007,689.0,703.0,1392.0,2,5.0,2.0,540.0,146000.0,0,0,0,0,0,0
579,5,1954,1954,1050.0,1050.0,1795.0,2,7.0,1.0,352.0,131500.0,1,0,0,1,0,1
580,6,1960,1987,1144.0,1429.0,1429.0,1,7.0,2.0,572.0,181900.0,1,0,0,0,0,1
581,8,2008,2009,2042.0,2042.0,2042.0,2,8.0,3.0,938.25,253293.0,0,1,1,0,1,0
582,6,1990,1990,816.0,816.0,816.0,1,5.0,0.0,0.0,118500.0,1,0,0,1,0,0
583,10,1893,2000,1237.0,1521.0,2747.625,3,9.0,2.0,880.0,325000.0,0,0,0,0,1,1
584,4,1935,1995,884.0,989.0,1573.0,1,6.0,1.0,240.0,133000.0,1,0,0,0,0,1
585,8,2005,2006,1868.0,2028.0,2028.0,2,7.0,3.0,880.0,340037.5,0,1,0,0,0,0
586,6,1918,2000,816.0,838.0,838.0,1,5.0,1.0,275.0,130000.0,1,0,0,0,0,1
587,5,1982,1982,840.0,860.0,860.0,1,4.0,2.0,528.0,137000.0,1,0,0,1,0,1
588,5,1968,2003,1437.0,1473.0,1473.0,1,5.0,1.0,452.0,143000.0,1,0,1,0,0,1
589,5,1930,1960,742.0,779.0,935.0,1,4.0,1.0,308.0,79500.0,1,0,0,1,0,1
590,7,2004,2004,770.0,770.0,1582.0,2,6.0,2.0,520.0,185900.0,0,0,0,0,0,0
591,10,2008,2008,1722.0,1728.0,2296.0,2,10.0,3.0,842.0,340037.5,0,1,1,0,1,0
592,5,1982,2003,816.0,816.0,816.0,1,4.0,2.0,816.0,138000.0,1,0,0,1,0,1
593,6,2003,2003,848.0,848.0,848.0,1,4.0,2.0,420.0,140000.0,0,0,0,0,0,0
594,5,1975,1975,924.0,924.0,924.0,1,5.0,1.0,280.0,110000.0,1,0,0,1,0,0
595,8,2005,2006,1814.0,1826.0,1826.0,2,7.0,3.0,758.0,319000.0,0,0,0,0,0,0
596,6,1910,1993,684.0,684.0,1368.0,1,7.0,1.0,216.0,114504.0,1,0,0,1,0,1
597,7,2006,2007,1258.0,1402.0,1402.0,0,7.0,3.0,648.0,194201.0,0,1,0,0,0,0
598,5,1977,1977,1430.0,1647.0,1647.0,2,7.0,2.0,621.0,217500.0,1,0,0,0,0,0
599,6,1980,1980,716.0,716.0,1556.0,2,6.0,2.0,452.0,151000.0,1,0,0,1,0,0
600,8,2005,2005,1058.0,1058.0,1904.0,2,8.0,2.0,736.0,275000.0,0,0,1,0,0,0
601,6,1937,1950,780.0,780.0,1375.0,1,6.0,1.0,544.0,141000.0,1,0,0,0,0,1
602,8,1992,1992,908.0,927.0,1915.0,2,8.0,2.0,506.0,220000.0,0,0,0,0,0,0
603,7,2004,2005,600.0,600.0,1200.0,2,4.0,2.0,480.0,151000.0,0,0,0,0,0,0
604,7,2002,2002,1494.0,1494.0,1494.0,2,6.0,2.0,530.0,221000.0,0,0,0,0,0,0
605,7,1965,1990,768.0,1186.0,1986.0,2,7.0,2.0,486.0,205000.0,1,0,0,1,0,1
606,5,1996,1996,1040.0,1040.0,1040.0,1,6.0,2.0,576.0,152000.0,1,0,0,0,0,0
607,5,1948,2002,896.0,1112.0,2008.0,3,8.0,1.0,230.0,225000.0,1,0,1,0,0,1
608,8,1934,1998,965.0,1940.0,2747.625,2,10.0,2.0,380.0,340037.5,1,0,0,1,0,0
609,4,1961,1961,1029.0,1029.0,1029.0,1,5.0,1.0,261.0,118500.0,1,0,0,1,0,1
610,9,2000,2000,1440.0,1476.0,2153.0,2,8.0,3.0,736.0,313000.0,0,1,1,0,0,0
611,6,1978,1978,1032.0,1032.0,1032.0,2,6.0,2.0,564.0,148000.0,1,0,0,1,0,0
612,8,2001,2001,1299.0,1299.0,1872.0,2,7.0,2.0,531.0,261500.0,0,0,1,0,0,0
613,5,2007,2007,1120.0,1120.0,1120.0,1,6.0,0.0,0.0,147000.0,1,0,0,1,0,0
614,4,1972,1972,630.0,630.0,630.0,1,3.0,0.0,0.0,75500.0,1,0,0,1,0,0
615,6,1963,1963,936.0,1054.0,1054.0,1,6.0,2.0,480.0,137500.0,1,0,0,0,0,1
616,6,2002,2003,783.0,807.0,1509.0,2,7.0,2.0,393.0,183200.0,0,0,0,0,0,0
617,6,1954,1954,832.0,832.0,832.0,1,4.0,2.0,528.0,105500.0,1,0,0,0,0,1
618,9,2007,2007,1822.0,1828.0,1828.0,2,9.0,3.0,774.0,314813.0,0,1,0,0,1,0
619,8,2003,2003,1482.0,1482.0,2262.0,2,10.0,3.0,749.0,305000.0,0,0,0,0,0,0
620,3,1914,1950,864.0,864.0,864.0,1,5.0,0.0,0.0,67000.0,1,0,0,1,0,1
621,6,1974,1997,1522.0,1548.0,2614.0,2,9.0,2.0,624.0,240000.0,1,0,0,1,0,1
622,5,1977,1977,980.0,980.0,980.0,1,6.0,2.0,484.0,135000.0,1,0,0,1,0,1
623,6,2000,2000,756.0,756.0,1512.0,2,4.0,2.0,440.0,168500.0,0,0,0,0,0,0
624,6,1972,1972,732.0,1012.0,1790.0,1,8.0,2.0,484.0,165150.0,1,0,0,1,0,1
625,6,1962,1962,1116.0,1116.0,1116.0,1,5.0,2.0,440.0,160000.0,1,0,0,1,0,1
626,5,1960,1978,978.0,1422.0,1422.0,1,6.0,1.0,286.0,139900.0,1,0,0,1,0,1
627,6,1955,1972,1156.0,1520.0,1520.0,1,7.0,1.0,364.0,153000.0,1,0,0,1,0,1
628,5,1969,1969,1040.0,1040.0,2080.0,1,9.0,2.0,504.0,135000.0,1,0,0,0,0,0
629,6,1964,1964,1248.0,1350.0,1350.0,1,6.0,2.0,520.0,168500.0,1,0,0,1,0,1
630,5,1880,1991,636.0,1089.0,1750.0,1,8.0,1.0,240.0,124000.0,1,0,1,0,0,0
631,8,2006,2006,1554.0,1554.0,1554.0,2,6.0,2.0,627.0,209500.0,0,0,0,0,0,0
632,7,1977,1977,1386.0,1411.0,1411.0,2,6.0,2.0,544.0,82500.0,1,0,0,1,0,1
633,5,1954,2005,1056.0,1056.0,1056.0,1,6.0,1.0,260.0,139400.0,1,0,0,1,0,1
634,6,1980,1980,1056.0,1056.0,1056.0,0,4.0,2.0,576.0,144000.0,1,0,0,1,0,1
635,6,1914,1995,1440.0,1440.0,2747.625,2,10.0,0.0,0.0,200000.0,0,0,0,0,0,1
636,2,1936,1950,264.0,800.0,800.0,1,4.0,0.0,0.0,60000.0,0,0,0,0,0,1
637,5,1954,1954,811.0,811.0,1387.0,2,7.0,1.0,256.0,93000.0,1,0,0,0,0,1
638,5,1910,1950,796.0,796.0,796.0,1,4.0,0.0,0.0,85000.0,1,0,0,1,0,0
639,8,2006,2006,1520.0,1567.0,1567.0,2,7.0,3.0,648.0,264561.0,0,0,1,0,0,0
640,8,2003,2004,1518.0,1518.0,1518.0,1,6.0,2.0,588.0,274000.0,0,1,1,0,1,0
641,7,2001,2001,1057.0,1057.0,1929.0,2,7.0,2.0,650.0,226000.0,0,0,0,0,0,0
642,8,1972,1995,1952.0,2000.0,2704.0,2,9.0,2.0,538.0,340037.5,0,0,1,0,0,0
643,5,1969,1969,780.0,780.0,1620.0,2,7.0,2.0,462.0,152000.0,1,0,0,1,0,1
644,9,2009,2009,1766.0,1766.0,1766.0,2,7.0,3.0,478.0,340037.5,0,1,1,0,1,0
645,6,1971,1971,981.0,981.0,981.0,1,5.0,2.0,576.0,143250.0,1,0,0,1,0,1
646,5,1950,1950,42.0,1048.0,1048.0,1,7.0,2.0,420.0,98300.0,1,0,0,1,0,0
647,6,1953,1953,1094.0,1094.0,1094.0,1,5.0,2.0,495.0,155000.0,1,0,0,1,0,1
648,6,1966,1966,756.0,1051.0,1839.0,1,7.0,2.0,442.0,155000.0,1,0,0,1,0,1
649,4,1970,1970,630.0,630.0,630.0,1,3.0,0.0,0.0,84500.0,1,0,0,1,0,0
650,7,2007,2007,813.0,822.0,1665.0,2,7.0,2.0,562.0,205950.0,0,0,0,0,0,0
651,4,1940,1950,755.0,755.0,1510.0,1,7.0,1.0,296.0,108000.0,1,0,0,1,0,1
652,7,1996,1996,880.0,909.0,1716.0,2,7.0,2.0,512.0,191000.0,0,0,0,0,0,0
653,6,1906,1995,756.0,756.0,1469.0,1,7.0,1.0,216.0,135000.0,1,0,0,1,0,1
654,8,1995,1995,2052.0,2113.0,2113.0,2,7.0,3.0,839.0,340037.5,0,0,0,0,0,0
655,6,1971,1971,525.0,525.0,1092.0,1,6.0,1.0,264.0,88000.0,1,0,0,1,0,1
656,5,1959,2006,1053.0,1053.0,1053.0,1,5.0,1.0,312.0,145500.0,0,0,0,0,0,1
657,7,1931,2000,776.0,851.0,1502.0,1,6.0,1.0,270.0,149000.0,1,0,0,1,0,0
658,6,1948,1950,912.0,912.0,1458.0,1,6.0,1.0,330.0,97500.0,1,0,0,1,0,1
659,5,1964,1999,1486.0,1486.0,1486.0,1,7.0,2.0,480.0,167000.0,1,0,0,1,0,1
660,7,1976,1976,793.0,1142.0,1935.0,2,7.0,2.0,550.0,197900.0,1,0,0,1,0,0
661,8,1994,2005,1629.0,1686.0,2448.0,2,8.0,3.0,711.0,340037.5,0,0,0,0,0,0
662,6,1968,1968,1392.0,1392.0,1392.0,1,5.0,2.0,576.0,110000.0,1,0,0,1,0,0
663,4,1972,1972,1138.0,1181.0,1181.0,2,6.0,2.0,588.0,137500.0,1,0,0,1,0,0
664,8,2005,2006,2052.0,2097.0,2097.0,1,8.0,3.0,938.25,340037.5,0,1,1,0,0,0
665,8,2000,2000,1406.0,1454.0,1936.0,2,7.0,2.0,504.0,230500.0,0,0,0,0,0,0
666,6,1965,1979,1021.0,1465.0,2380.0,2,7.0,2.0,596.0,129000.0,1,0,0,1,0,0
667,6,1994,1998,1408.0,1679.0,1679.0,2,7.0,2.0,575.0,193500.0,1,0,0,0,0,0
668,5,1956,1987,1188.0,1437.0,1437.0,1,6.0,2.0,576.0,168000.0,1,0,0,1,0,1
669,4,1922,1950,700.0,1180.0,1180.0,1,5.0,1.0,252.0,137500.0,1,0,0,0,0,0
670,6,2005,2005,738.0,738.0,1476.0,2,7.0,2.0,540.0,173500.0,0,0,0,0,0,0
671,6,1925,1950,672.0,697.0,1369.0,2,6.0,1.0,300.0,103600.0,1,0,0,1,0,1
672,6,1977,1977,1208.0,1208.0,1208.0,1,6.0,2.0,546.0,165000.0,0,0,0,1,0,0
673,6,1957,2004,1477.0,1839.0,1839.0,2,7.0,2.0,416.0,257500.0,1,0,0,0,0,1
674,6,1965,1965,1136.0,1136.0,1136.0,1,5.0,1.0,384.0,140000.0,1,0,0,1,0,1
675,6,1978,1978,855.0,855.0,1441.0,2,7.0,2.0,440.0,148500.0,1,0,0,1,0,1
676,4,1900,1950,1095.0,1095.0,1774.0,2,8.0,3.0,779.0,87000.0,1,0,0,1,0,1
677,5,1924,2006,768.0,792.0,792.0,1,5.0,1.0,240.0,109500.0,0,0,0,0,0,1
678,8,2008,2008,2046.0,2046.0,2046.0,2,7.0,3.0,834.0,340037.5,0,1,0,0,0,0
679,5,1961,1961,988.0,988.0,988.0,1,5.0,2.0,572.0,128500.0,1,0,0,1,0,1
680,6,1980,1980,923.0,923.0,923.0,2,5.0,1.0,264.0,143000.0,1,0,0,1,0,0
681,5,1932,2000,793.0,848.0,1520.0,1,6.0,1.0,281.0,159434.0,1,0,0,1,0,1
682,6,1996,1997,1291.0,1291.0,1291.0,1,6.0,2.0,431.0,173000.0,1,0,0,0,0,0
683,9,2002,2002,1626.0,1668.0,1668.0,2,7.0,3.0,702.0,285000.0,0,0,0,0,0,0
684,7,1998,1998,1195.0,1195.0,1839.0,2,7.0,2.0,486.0,221000.0,0,0,0,1,0,0
685,7,1984,1984,1190.0,1190.0,2090.0,2,6.0,2.0,577.0,207500.0,0,0,0,0,0,0
686,7,2007,2007,874.0,874.0,1761.0,3,7.0,2.0,578.0,227875.0,0,0,0,0,0,0
687,7,2004,2004,551.0,551.0,1102.0,2,4.0,2.0,480.0,148800.0,0,0,0,0,0,0
688,8,2007,2007,1419.0,1419.0,1419.0,2,7.0,2.0,567.0,340037.5,0,0,0,0,0,0
689,6,2005,2006,1362.0,1362.0,1362.0,2,6.0,2.0,460.0,194700.0,0,0,0,0,0,0
690,6,2004,2004,848.0,848.0,848.0,1,3.0,2.0,420.0,141000.0,0,0,0,0,0,0
691,10,1994,1995,2052.0,2155.125,2747.625,3,10.0,3.0,832.0,340037.5,0,1,1,0,1,0
692,7,1989,1990,1210.0,1238.0,2519.0,2,9.0,2.0,628.0,335000.0,0,0,0,0,0,0
693,5,1921,1968,1073.0,1073.0,1073.0,1,4.0,1.0,326.0,108480.0,1,0,0,1,0,1
694,5,1936,1950,927.0,1067.0,1539.0,1,5.0,2.0,576.0,141500.0,1,0,0,1,0,1
695,6,1987,1987,1112.0,1137.0,1137.0,2,5.0,2.0,551.0,176000.0,1,0,0,0,0,0
696,5,1921,1950,616.0,616.0,616.0,1,4.0,1.0,205.0,89000.0,1,0,0,1,0,1
697,5,1952,1952,980.0,1148.0,1148.0,1,6.0,1.0,308.0,123500.0,1,1,0,1,0,0
698,5,1965,2009,894.0,894.0,894.0,1,5.0,1.0,336.0,138500.0,1,0,0,1,0,1
699,7,2004,2004,1391.0,1391.0,1391.0,2,5.0,2.0,530.0,196000.0,0,0,0,0,0,0
700,8,2002,2002,1800.0,1800.0,1800.0,2,7.0,3.0,765.0,312500.0,0,1,0,0,0,0
701,7,1969,1969,1164.0,1164.0,1164.0,1,6.0,2.0,528.0,140000.0,1,0,0,1,0,1
702,8,2006,2006,1234.0,1264.0,2576.0,2,10.0,3.0,666.0,340037.5,0,1,1,0,1,0
703,5,1900,1996,360.0,1032.0,1812.0,2,8.0,2.0,672.0,140000.0,1,0,0,0,0,0
704,7,2004,2005,1473.0,1484.0,1484.0,2,7.0,2.0,606.0,213000.0,0,0,0,0,0,0
705,4,1930,1950,42.0,372.0,1092.0,2,7.0,0.0,0.0,55000.0,0,0,0,0,0,0
706,7,1971,2002,1643.0,1824.0,1824.0,2,5.0,2.0,739.0,302000.0,1,0,0,0,0,0
707,8,2006,2006,1324.0,1324.0,1324.0,2,6.0,2.0,550.0,254000.0,0,0,0,0,0,0
708,7,2007,2007,728.0,728.0,1456.0,2,8.0,2.0,400.0,179540.0,0,0,0,0,0,0
709,5,1966,1966,876.0,904.0,904.0,1,6.0,1.0,408.0,109900.0,1,0,0,1,0,1
710,3,1935,2003,270.0,729.0,729.0,1,5.0,0.0,0.0,52000.0,0,0,0,1,0,1
711,4,1900,1950,859.0,859.0,1178.0,1,7.0,1.0,384.0,102776.0,1,0,0,1,0,1
712,8,1988,1989,1228.0,1228.0,1228.0,2,5.0,2.0,472.0,189000.0,0,0,0,0,0,0
713,4,1970,1970,960.0,960.0,960.0,1,6.0,2.0,576.0,129000.0,1,0,0,1,0,1
714,6,1976,2005,725.0,725.0,1479.0,2,6.0,2.0,475.0,130500.0,0,0,0,0,0,1
715,6,1974,1974,1064.0,1350.0,1350.0,2,7.0,2.0,478.0,165000.0,1,0,0,1,0,0
716,7,1890,1998,718.0,1576.0,2554.0,1,8.0,2.0,704.0,159500.0,1,0,0,1,0,1
717,5,1973,2000,1176.0,1178.0,1178.0,1,5.0,2.0,439.0,157000.0,1,0,0,0,0,0
718,7,1993,1994,1311.0,1325.0,2418.0,2,9.0,3.0,938.25,340037.5,0,0,0,0,0,0
719,5,1969,1969,971.0,971.0,971.0,1,5.0,1.0,300.0,128500.0,1,0,0,1,0,0
720,8,1985,1985,1742.0,1742.0,1742.0,2,5.0,2.0,564.0,275000.0,0,0,0,0,0,0
721,6,2004,2004,848.0,848.0,848.0,1,3.0,2.0,420.0,143000.0,0,0,0,0,0,0
722,4,1970,1970,864.0,864.0,864.0,1,5.0,2.0,463.0,124500.0,1,0,0,1,0,1
723,4,1954,1972,941.0,997.0,1470.0,2,7.0,1.0,548.0,135000.0,1,0,0,1,0,1
724,9,2007,2008,1698.0,1698.0,1698.0,2,8.0,3.0,768.0,320000.0,0,1,1,0,1,0
725,4,1970,1970,864.0,864.0,864.0,1,5.0,2.0,660.0,120500.0,1,0,0,0,0,1
726,6,1988,2007,880.0,1680.0,1680.0,2,5.0,2.0,540.0,222000.0,0,0,0,0,0,0
727,7,2007,2007,1232.0,1232.0,1232.0,2,6.0,2.0,632.0,194500.0,0,0,0,0,0,0
728,5,1958,1958,1584.0,1776.0,1776.0,2,9.0,3.0,888.0,110000.0,1,0,0,1,0,1
729,4,1925,1950,780.0,848.0,1208.0,1,5.0,2.0,539.0,103000.0,1,0,0,1,0,1
730,8,1995,1996,1595.0,1616.0,1616.0,2,5.0,2.0,608.0,236500.0,0,0,0,0,0,0
731,7,2003,2003,868.0,1146.0,1146.0,2,6.0,2.0,438.0,187500.0,0,1,0,0,0,0
732,7,1998,1999,1153.0,1153.0,2031.0,2,8.0,2.0,541.0,222500.0,0,0,0,0,0,0
733,5,1961,1983,864.0,1144.0,1144.0,1,6.0,1.0,264.0,131400.0,1,0,0,1,0,1
734,5,1968,1968,948.0,948.0,948.0,1,6.0,1.0,300.0,108000.0,1,0,0,1,0,1
735,7,1914,1970,880.0,880.0,1768.0,1,6.0,2.0,320.0,163000.0,1,0,0,1,0,0
736,3,1950,1950,42.0,1040.0,1040.0,2,6.0,2.0,400.0,93500.0,1,0,0,1,0,0
737,8,2005,2005,893.0,901.0,1801.0,2,8.0,3.0,800.0,239900.0,0,0,0,0,0,0
738,5,1987,1988,1200.0,1200.0,1200.0,3,5.0,0.0,0.0,179000.0,1,0,0,1,0,0
739,7,2004,2004,864.0,864.0,1728.0,2,7.0,2.0,572.0,190000.0,0,0,0,0,0,0
740,5,1910,2002,264.0,768.0,1432.0,2,7.0,2.0,360.0,132000.0,1,0,0,1,0,0
741,6,1961,1996,912.0,912.0,912.0,1,5.0,1.0,288.0,142000.0,1,0,0,0,0,1
742,7,2000,2001,1349.0,1349.0,1349.0,2,6.0,2.0,539.0,179000.0,1,0,0,1,0,0
743,5,1963,1999,520.0,1464.0,1464.0,2,6.0,2.0,480.0,175000.0,1,0,0,1,0,0
744,8,1993,1993,1337.0,1337.0,1337.0,2,5.0,2.0,462.0,180000.0,0,0,0,0,0,0
745,8,1976,1996,1142.0,1175.0,2715.0,3,10.0,2.0,831.0,299800.0,0,0,0,0,1,1
746,7,2000,2000,952.0,980.0,2256.0,2,8.0,2.0,554.0,236000.0,0,0,0,0,0,0
747,7,1880,2003,1240.0,1320.0,2640.0,1,8.0,3.5,864.0,265979.0,0,0,0,0,0,1
748,7,1996,1996,1720.0,1720.0,1720.0,2,7.0,2.0,527.0,260400.0,0,0,0,0,0,0
749,4,1945,1950,42.0,1088.0,1529.0,2,9.0,1.0,240.0,98000.0,1,0,0,1,0,0
750,4,1910,2004,576.0,792.0,1140.0,1,7.0,0.0,0.0,96500.0,1,0,0,1,0,1
751,7,2003,2003,660.0,660.0,1320.0,2,6.0,2.0,400.0,162000.0,0,0,0,0,0,0
752,6,1997,1997,1479.0,1494.0,1494.0,2,6.0,2.0,576.0,217000.0,1,0,0,0,0,0
